Timestamp,NOBITEX Last Update Time ,RAMZINEX Last Update Time,Exchange,Symbol (NOBITEX),Pair ID (RAMZINEX),Lowest Ask Price (NOBITEX),Highest Bid Price (NOBITEX),Lowest Ask Price (RAMZINEX),Highest Bid Price (RAMZINEX),Lowest Ask Volume(NOBITEX),Highest Bid Volume (NOBITEX),Lowest Ask Volume (RAMZINEX),Highest Bid Volume (RAMZINEX),Benefit,Percent,Action,Nobitex To Ramzinex Unit Ratio,Buy Price,Sell Price,Buy Side,Sell Side,Our trading volume
2023-12-23 14:51:04,0,0,NOBITEX-RAMZINEX,AAVEUSDT,37,95.74,95.73,97.3,96.4,8.626,18.2,6.1875,7.242187,4.779843420000079,1.0068936703572176,1,1,95.74,96.4,mexc,ramzinex,7.242187
2023-12-23 14:51:04,0,0,NOBITEX-RAMZINEX,LTCUSDT,15,71.87,71.86,72.56,71.94,229.9347,329.541,0.341,9.281,0.6496699999999367,1.0009739807986642,1,1,71.87,71.94,mexc,ramzinex,9.281
2023-12-23 14:51:04,0,0,NOBITEX-RAMZINEX,FTTUSDT,362,3.5663,3.566,3.592,3.574,28.5,342.14,400,326.213,0.21944999999999482,1.0021591004682724,1,1,3.5663,3.574,mexc,ramzinex,28.5
2023-12-23 14:51:04,0,0,NOBITEX-RAMZINEX,MATICUSDT,363,0.839,0.8389,0.8432,0.84,78379.5,3653.53,1235.52,1235.52,1.235520000000001,1.0011918951132301,1,1,0.839,0.84,mexc,ramzinex,1235.52
2023-12-23 14:51:04,0,0,NOBITEX-RAMZINEX,USTCUSDT,393,0.03572,0.03569,0.065,0.053858,115815.38,116493.16,368,100,1.8138,1.5077827547592386,1,1,0.03572,0.053858,mexc,ramzinex,100.0
2023-12-23 14:51:04,0,0,NOBITEX-RAMZINEX,COMPUSDT,170,52.35,52.34,52.89,52.41,43.66,45.43,8.25,12.065624,0.7239374399999416,1.0011461318051575,1,1,52.35,52.41,mexc,ramzinex,12.065624
2023-12-23 14:51:04,0,0,NOBITEX-RAMZINEX,BSVUSDT,182,49.5001,49.5,49.3,33.31,124.1938,18.27134,0.10055,2.66968,0.020110000000000287,1.004056795131846,1,1,49.3,49.5,ramzinex,mexc,0.10055
2023-12-23 14:51:04,0,0,NOBITEX-RAMZINEX,SOLUSDT,218,94.85,94.84,95.9,95.03,325.66,549.65,20.475,18.45,3.321000000000126,1.001897733263047,1,1,94.85,95.03,mexc,ramzinex,18.45
2023-12-23 14:51:07,0,0,NOBITEX-RAMZINEX,AAVEUSDT,37,95.73,95.72,97.3,96.4,18.428,186.719,6.1875,7.242187,4.8522652900000125,1.0069988509349213,0,1,95.73,96.4,mexc,ramzinex,7.242187
2023-12-23 14:51:07,0,0,NOBITEX-RAMZINEX,LTCUSDT,15,71.87,71.86,72.56,71.94,229.9347,383.7727,0.341,9.281,0.6496699999999367,1.0009739807986642,0,1,71.87,71.94,mexc,ramzinex,9.281
